,label,model,nFeatures,truePos,trueNeg,falsePos,falseNeg,testIndex
591,gad,kNN5,3,1,0,0,0,12
592,gad,RF,3,1,0,0,0,12
593,gad,XG,3,0,0,0,1,12
594,gad,NB,4,1,0,0,0,12
595,gad,LR1,4,1,0,0,0,12
596,gad,SVC1,4,0,0,0,1,12
597,gad,kNN5,4,1,0,0,0,12
598,gad,RF,4,0,0,0,1,12
599,gad,XG,4,0,0,0,1,12
600,gad,NB,5,1,0,0,0,12
601,gad,LR1,5,1,0,0,0,12
602,gad,SVC1,5,0,0,0,1,12
603,gad,kNN5,5,1,0,0,0,12
604,gad,RF,5,0,0,0,1,12
605,gad,XG,5,0,0,0,1,12
606,gad,NB,6,1,0,0,0,12
607,gad,LR1,6,1,0,0,0,12
608,gad,SVC1,6,0,0,0,1,12
609,gad,kNN5,6,1,0,0,0,12
610,gad,RF,6,0,0,0,1,12
611,gad,XG,6,0,0,0,1,12
612,gad,NB,7,1,0,0,0,12
613,gad,LR1,7,1,0,0,0,12
614,gad,SVC1,7,0,0,0,1,12
615,gad,kNN5,7,1,0,0,0,12
616,gad,RF,7,1,0,0,0,12
617,gad,XG,7,0,0,0,1,12
618,gad,NB,8,1,0,0,0,12
619,gad,LR1,8,1,0,0,0,12
620,gad,SVC1,8,0,0,0,1,12
621,gad,kNN5,8,1,0,0,0,12
622,gad,RF,8,0,0,0,1,12
623,gad,XG,8,0,0,0,1,12
624,gad,NB,1,1,0,0,0,13
625,gad,LR1,1,0,0,0,1,13
626,gad,SVC1,1,1,0,0,0,13
627,gad,kNN5,1,1,0,0,0,13
628,gad,RF,1,1,0,0,0,13
629,gad,XG,1,1,0,0,0,13
630,gad,NB,2,1,0,0,0,13
631,gad,LR1,2,1,0,0,0,13
632,gad,SVC1,2,1,0,0,0,13
633,gad,kNN5,2,0,0,0,1,13
634,gad,RF,2,1,0,0,0,13
635,gad,XG,2,1,0,0,0,13
636,gad,NB,3,1,0,0,0,13
637,gad,LR1,3,1,0,0,0,13
638,gad,SVC1,3,1,0,0,0,13
639,gad,kNN5,3,0,0,0,1,13
640,gad,RF,3,1,0,0,0,13
641,gad,XG,3,1,0,0,0,13
642,gad,NB,4,1,0,0,0,13
643,gad,LR1,4,1,0,0,0,13
644,gad,SVC1,4,1,0,0,0,13
645,gad,kNN5,4,0,0,0,1,13
646,gad,RF,4,1,0,0,0,13
647,gad,XG,4,1,0,0,0,13
648,gad,NB,5,1,0,0,0,13
649,gad,LR1,5,1,0,0,0,13
650,gad,SVC1,5,1,0,0,0,13
651,gad,kNN5,5,0,0,0,1,13
652,gad,RF,5,1,0,0,0,13
653,gad,XG,5,1,0,0,0,13
654,gad,NB,6,1,0,0,0,13
655,gad,LR1,6,1,0,0,0,13
656,gad,SVC1,6,1,0,0,0,13
657,gad,kNN5,6,0,0,0,1,13
658,gad,RF,6,1,0,0,0,13
659,gad,XG,6,1,0,0,0,13
660,gad,NB,7,1,0,0,0,13
661,gad,LR1,7,1,0,0,0,13
662,gad,SVC1,7,1,0,0,0,13
663,gad,kNN5,7,0,0,0,1,13
664,gad,RF,7,1,0,0,0,13
665,gad,XG,7,1,0,0,0,13
